,loss,acc,val_loss,val_acc
0,0.7045445442199707,0.5899999737739563,0.44566649198532104,0.7733333110809326
1,0.49238988757133484,0.8253846168518066,0.4783969521522522,0.8516666889190674
2,0.3081064224243164,0.8946154117584229,0.185844287276268,0.9416666626930237
3,0.17290519177913666,0.9415384531021118,0.33079174160957336,0.9566666483879089
4,0.19416499137878418,0.9461538195610046,0.0716077908873558,0.9783333539962769
5,0.13905632495880127,0.9638461470603943,0.08179336041212082,0.9733333587646484
6,0.12698496878147125,0.9730769395828247,0.08605707436800003,0.9700000286102295
7,0.0816437378525734,0.9769230484962463,0.09386103600263596,0.9850000143051147
8,0.06340275704860687,0.9784615635871887,0.17783072590827942,0.971666693687439
9,0.07754908502101898,0.9853846430778503,0.21861149370670319,0.9683333039283752
10,0.03838005289435387,0.986923098564148,0.18065804243087769,0.9700000286102295
11,0.04393911361694336,0.9907692074775696,0.41013509035110474,0.8866666555404663
12,0.04333915561437607,0.9884615540504456,0.13698796927928925,0.9750000238418579
13,0.03096579946577549,0.9923076629638672,0.15076260268688202,0.9800000190734863
14,0.0375792533159256,0.9861538410186768,0.11973205208778381,0.9800000190734863
15,0.08905714750289917,0.9930769205093384,0.16610883176326752,0.9766666889190674
16,0.06291390210390091,0.9938461780548096,0.131598100066185,0.9766666889190674
17,0.0309755876660347,0.9930769205093384,0.10493197292089462,0.9900000095367432
18,0.03986493870615959,0.9930769205093384,0.10323413461446762,0.9800000190734863
19,0.05682229995727539,0.994615375995636,0.15742526948451996,0.9800000190734863
20,0.04529579356312752,0.9884615540504456,0.193812757730484,0.9883333444595337
21,0.03666320815682411,0.9938461780548096,0.17573583126068115,0.9850000143051147
22,0.032628241926431656,0.9915384650230408,0.14015160501003265,0.9850000143051147
23,0.01393457967787981,0.9976922869682312,0.2753652036190033,0.9833333492279053
24,1.3970281543151941e-05,1.0,0.556894838809967,0.9833333492279053
25,0.048381462693214417,0.9930769205093384,0.1508580893278122,0.9883333444595337
26,0.04236792400479317,0.9884615540504456,0.20304566621780396,0.9616666436195374
27,0.0024482933804392815,0.9992307424545288,0.2887055575847626,0.9783333539962769
28,1.9336052901053336e-06,1.0,0.3946068286895752,0.9800000190734863
29,2.4391928477029978e-08,1.0,0.39702460169792175,0.9800000190734863
