,loss,acc,val_loss,val_acc
0,0.764362096786499,0.5699999928474426,0.6512749791145325,0.6583333611488342
1,0.5250781774520874,0.8176922798156738,0.2581004500389099,0.9350000023841858
2,0.30647799372673035,0.8746153712272644,0.23051200807094574,0.92166668176651
3,0.2747003436088562,0.9115384817123413,0.11835582554340363,0.9599999785423279
4,0.2481715977191925,0.9346153736114502,0.09552519768476486,0.9850000143051147
5,0.23031681776046753,0.9615384340286255,0.14735834300518036,0.949999988079071
6,0.14593970775604248,0.9561538696289062,0.10869091004133224,0.9750000238418579
7,0.16579003632068634,0.9715384840965271,0.12839461863040924,0.9649999737739563
8,0.10346312075853348,0.9707692265510559,0.07055041193962097,0.9733333587646484
9,0.0907420739531517,0.9823076725006104,0.20536769926548004,0.9566666483879089
10,0.06861819326877594,0.9753845930099487,0.12897656857967377,0.9750000238418579
11,0.1105700433254242,0.9815384745597839,0.2766623795032501,0.9766666889190674
12,0.04303642734885216,0.989230751991272,0.15532289445400238,0.9816666841506958
13,0.12637566030025482,0.9807692170143127,0.10824808478355408,0.9783333539962769
14,0.0691973865032196,0.9815384745597839,0.10815931856632233,0.9783333539962769
15,0.028974762186408043,0.9923076629638672,0.2121645212173462,0.9750000238418579
16,0.06385527551174164,0.9884615540504456,0.19339722394943237,0.9733333587646484
17,0.21126911044120789,0.9923076629638672,0.12390916049480438,0.9766666889190674
18,0.0006032945238985121,1.0,0.2812611758708954,0.9816666841506958
19,1.937590468514827e-06,1.0,0.3571629226207733,0.9783333539962769
