,loss,acc,val_loss,val_acc
0,0.6879293322563171,0.5465999841690063,0.661935567855835,0.6014999747276306
1,0.6219429969787598,0.6477000117301941,0.575318455696106,0.699999988079071
2,0.568793773651123,0.707099974155426,0.530275821685791,0.7354999780654907
3,0.5220551490783691,0.7407000064849854,0.45630544424057007,0.7770000100135803
4,0.45938658714294434,0.7894999980926514,0.5114922523498535,0.7494999766349792
5,0.4057287275791168,0.8210999965667725,0.39531227946281433,0.8339999914169312
6,0.3542343080043793,0.8485000133514404,0.29803210496902466,0.8684999942779541
7,0.3083558976650238,0.8702999949455261,0.2907395362854004,0.8809999823570251
8,0.27643653750419617,0.8866999745368958,0.290960431098938,0.8634999990463257
9,0.24484753608703613,0.902999997138977,0.25940266251564026,0.8895000219345093
10,0.21750715374946594,0.9175000190734863,0.8009002804756165,0.7735000252723694
11,0.21682223677635193,0.921999990940094,0.25861334800720215,0.8824999928474426
12,0.2162093222141266,0.9243999719619751,0.21978940069675446,0.9169999957084656
13,0.19307935237884521,0.9312000274658203,0.3499525189399719,0.9164999723434448
14,0.17443884909152985,0.9422000050544739,0.22027167677879333,0.9254999756813049
15,0.16069097816944122,0.9412999749183655,0.4369542598724365,0.9244999885559082
16,0.15382617712020874,0.9473999738693237,0.2826322019100189,0.9024999737739563
17,0.15464742481708527,0.9490000009536743,0.32827720046043396,0.925000011920929
18,0.16308914124965668,0.9485999941825867,0.277860164642334,0.9169999957084656
19,0.1606544852256775,0.9519000053405762,0.21823608875274658,0.9225000143051147
